Eng,Chi
La mer,大海
Ho Man-hin,何旻軒
Oceanic Memories,如海一樣的記憶
Waignein,Waignein
Tsang Wai-pang,曾偉鵬
Chiu Chin-pong,趙展邦
Cosma,Cosma
Euphonium Concerto,Euphonium Concerto
Gliere,Gliere
Capuzzi,Capuzzi
Mak Yik Fung Arthur,麥譯丰
Concerto for Double Bass (arr. Mak/Catelinet),Concerto for Double Bass (arr. Mak/Catelinet)
Adrian Yeung,楊恆
Anthony Plog,Anthony Plog
Karlheinz Stockhausen,施托克豪森
Stimmung,調和
Rumengling (As a Dream),如夢令
Ian Leung,梁爾恩
Chu Man Chi Doris,朱敏之
Tong Pik Ki,湯碧琪
Christina Chau Ying Hei,周盈希
Selene Lam,林月愉
Salina Chan Chit Lam,陳媫琳
Alec Lam,林日丰
Cheung Wai Lok,張韙洛
Cheuk Ning Jorge Hui,許卓寧
Bryan Chan,陳柏言
Ives Lau,劉礎仁
Wong Pak Sze,黃柏斯
Leung Yue Hong Ryan,梁御康
Chan Yu Zheng,陳宇正
Uriel Tsachor,Uriel Tsachor
Francis Mok,莫彥璁
Hilary Law,羅晞莉
Xinai Ruan,阮馨愛
Ludwig Von Beethoven,貝多芬
J S Bach,巴赫
BWV527 (II Adagio e dolce,由格德霍特改編之雙小提琴及低音大提琴版本)
arranged by James Cuddeford for 2 violins & double bass),
W A Mozart,莫扎特
Trio in B-flat,降B大調三重奏，K266 (第一樂章 慢板)
K266 (I Adagio),
C P E Bach,C P E 巴赫
Duet for Flute & Violin,長笛及小提琴二重奏，H598
H598,
Happily Going up the Mansion (Chaoyang Dizi Suite Gongs and Drums Music,喜樂登樓(潮陽笛套大鑼鼓
Transcribed and arranged by Ding Zengqin & Chen Zuohui,丁增欽
orchestration by Fang Xiaomin),陳佐輝整理
Zhang Lie,張列
Fang Xiaomin,房曉敏
Ricky Yeung Wai-kit,楊偉傑
Chen Yunying,陳昀穎
Flower Shades on Cloud Pavilion (Hong Kong Premiere,雲台花影(香港首演
Dizi Concerto Tone Poem),竹笛協奏音詩)
Xu Dandan,徐丹丹
Finding a Good Husband (Dizi Solo,嫁好郎(竹笛獨奏
Transcribed and arranged by Luo Dezai,羅德栽整理
orchestration by Situ Kang),司徒抗配器)
Chen Zuohui,陳佐輝
Zhang Weiliang,張維良
Winter Sunshine(Hong Kong Premiere,冬陽(香港首演
Double Dizi Concerto),雙竹笛與樂隊)
Cao Yurong,曹玉榮
United We Go Concerto (Chinese Orchestra,樂隊扣連環(民族管弦樂
based on United We Go from Guangdong Music),根據廣東音樂《連環扣》而作)
Sha Jingshan,沙涇珊
K. 491,
Vladislav Lavrik,拉維瑞克
Mikhail Glinka,米哈爾格蘭卡
Ruslan and Ludmila Overture,魯斯蘭與柳德米拉序曲
Choi Sown Le,蔡崇力，吳晉
Choi Sown Le,蔡崇力，岑健威
Shum Kin Wai,
Xian Xinghai,冼星海
K.303,K.303
Lawrenza Lau,Lawrenza Lau
Sinfonia Concertante in Eb major K.364 (arr. for violin,Sinfonia Concertante in Eb major K.364 (arr. for violin
Glinka,葛令卡
Sergei Nakariakov,納卡里亞戈夫
Arutiunian,阿魯圖良
Fanfare for the Common Man,平民的號角聲
Rondo in A Major,A大調輪旋曲
K. 386,K. 386
Harpsichord,卜心歌
Ben Moore,Ben Moore
Clara Chang Wing Chu,Clara Chang Wing Chu
Il Matrimonio segreto (Le faccio uninchino,Il Matrimonio segreto (Le faccio uninchino
Herman Pong Tin Yau,Herman Pong Tin Yau
Franz Lehár,Franz Lehár
Gui Li,Gui Li
Wang Liang,Wang Liang
Yu Huiyong^于會詠,于會詠
Moonlight Over Spring River (Ancient Melody,春江花月夜(古曲
Gordon Jacob,Gordon Jacob
Carl Choi,Carl Choi
Anthony Cheng,Anthony Cheng
Nicole Ho,Nicole Ho
Martin Chow,Martin Chow
Concerto for Band,Concerto for Band
Coco Lau,Coco Lau
Tommy Lee,Tommy Lee
Samuel Lung,Samuel Lung
Elmo Wong,Elmo Wong
È amore un ladroncello (from Così fan Tutte,È amore un ladroncello (from Così fan Tutte
K588),K588)
Alice Ming,Alice Ming
Lehár,Lehár
Augustus Cheung,Augustus Cheung
sie kussen so heiss (from Giuditta),sie kussen so heiss (from Giuditta)
Carrie Lau,Carrie Lau
Sylvia Sze To,Sylvia Sze To
L' amour est un oiseau rebelle (from Carmen),L' amour est un oiseau rebelle (from Carmen)
Una voce poco fa (from The Barber of Seville),Una voce poco fa (from The Barber of Seville)
Mark Anthony Chao,Mark Anthony Chao
Nikolai Rimsky-Korsakov,高沙可夫
Chanson Arabe from Scheherazade (arr. by Fritz Krisler),阿拉伯歌曲 (選自《天方夜譚》)
Our Path of Learning Music… (Part 1),一路走來，然後？ (上)
Wong Koon-chi,黃冠之
Li Yan-kit,李人傑
Iris Chan,陳文鳳
Kimmy Kwong,鄺嘉媚
Ruhe sanft,親愛的，好好休息吧！ (選自《扎伊德》)
mein holdes Leben (from Zaide),
Choy Kwok-tin Martin,蔡國田
Chair Siu-chung Daniel,車劭聰
Chan Kam-lok Mark,陳錦樂
La pastorella delle Alpi,阿爾卑斯山的牧羊女
L'encouragement,鼓舞 (作品34)
Chen Daiwei,陳大偉
Flying Apsaras (Orchestral Work),飛天(合奏)
Wong Chun-yin William,黃俊彥
Yu Man-ching,余文正
Vivek Mahbubani,Vivek Mahbubani
Urban Amber (World Premiere,都市琥珀(世界首演
Ruan,中阮及口琴雙協奏曲)
Harmonica and Chinese Orchestra),
Wong Yui-kiu Cathy,黃璿僑
Lee Chun-lok,李俊樂
Silk Road (Orchestral Work),絲綢之路(合奏)
Lalo,拉羅
Wong Chi Wing,黃志榮
Chik ka wing,戚家榮
Shart Hong Yui,薩康睿
Victoria,Victoria
Requiem (Officium Defunctorum 1605),Requiem (Officium Defunctorum 1605)
Tallis Vocalis,Tallis Vocalis
Pärt,Pärt
Michele Tsui Hang Yuet,Michele Tsui Hang Yuet
Agnes Tse Wun Ching,Agnes Tse Wun Ching
Chun Yiu Alexander Chen,陳俊堯
Jing Jiang,江靖
Cheng Ho-kwan,鄭浩筠
Xi-Fang-Zang (Sheng & Percussion,西方藏(笙與敲擊
Folk music of Shanxi),山西民間樂曲)
梁湘汶,梁湘汶
莫思奇,莫思奇
鄭永健,鄭永健
Incredible,Incredible
張經綸,張經綸
歐啟詩,歐啟詩
區啟朗,區啟朗
陳昌隆,陳昌隆
黃栢恆,黃栢恆
蔡芷穎,蔡芷穎
薛子豪,薛子豪
Peaceful Lake,Peaceful Lake
陳學俊,陳學俊
關統安,關統安
湯偉灝,湯偉灝
洪子康,洪子康
凌崎偵,凌崎偵
Jumping Bird,Jumping Bird
Jaffe,謝菲
費明儀,費明儀
The Trout,The Trout
鄭一成,鄭一成
大田ゆかり,大田ゆかり
李偉順,李偉順
飯塚妃佐,飯塚妃佐
加藤美樹,加藤美樹
劉慧思,劉慧思
林家華,林家華
楊家斌,楊家斌
矢部真記子,矢部真記子
万希子,万希子
新井アユ子,新井アユ子
ポアリエ敏子,ポアリエ敏子
郭鳳嫻,郭鳳嫻
錢惠如,錢惠如
鳥羽史,鳥羽史
李瑩瑩,李瑩瑩
初戀之痛 (三重奏),初戀之痛 (三重奏)
Lai Kowk-kwan,黎珏堃
回憶 (三重奏),回憶 (三重奏)
金色年華,金色年華
鄧綺明,鄧綺明
台灣小調,台灣小調
莫浩然,莫浩然
張康正,張康正
陳子欣,陳子欣
龍船,龍船
謝駿廷,謝駿廷
徐錦康,徐錦康
春到沂河,春到沂河
蔡煒怡,蔡煒怡
人勤春來早,人勤春來早
String Quartet in F,F大調弦樂四重奏，作品五十之第五首，「夢」
The Dream,
Lo Chun-wo,羅浚和
He Wei,何偉
Cheung King-mui,張京梅
Chang Ya-han,張雅涵
Ngai Hon-yip,魏漢業
Soliloquy on the Grassland (Excerpt from Ga Da Mei Lin,草原獨白(《噶達梅林》選段
Gehu solo),革胡獨奏)
Yu Shut-chun,余述俊
Vonghemrat Pichan,陳岳華
Les préludes,《前奏曲》
Jun Märkl,馬卻
Arabella Steinbacher,史坦巴赫
黃銘熙,黃銘熙
Terry Chan,陳昌隆
Martin Wong,黃柏恆
叛 (四重奏),叛 (四重奏)
Tong Wai-ho,湯偉灝
溫學銘,溫學銘
Henry Cheng,鄭永健
毒海浮沉 (四重奏),毒海浮沉 (四重奏)
Cheung King-lun,張經綸
許軒誠,許軒誠
狼 (四重奏),狼 (四重奏)
Couperin,庫普蘭
Bobby Cheng,鄭智元
Quatrième Concert (from Concerts Royaux),第四組曲(選自《皇家協奏曲》)
Mary Lynn Lightfoot,Mary Lynn Lightfoot
Paul Taffanel,Paul Taffanel
Hui Ka Ching,Hui Ka Ching
Quintette pour instruments à vent (1st movement),Quintette pour instruments à vent (1st movement)
Cheng Wai Lam,Cheng Wai Lam
Wilhelm Friedemann Bach,Wilhelm Friedemann Bach
Tse Wai Kwan,Tse Wai Kwan
Six Bagatelles for Wind Quintet,Six Bagatelles for Wind Quintet
Tam Chun Him,Tam Chun Him
Pietro Morlachi^Pietro Morlacchi,Pietro Morlachi^Pietro Morlacchi
Antonio Torriani,Antonio Torriani
台灣民謠狂想曲 (大合奏),台灣民謠狂想曲 (大合奏)
Ocean Chan,陳偉光
Sascia Pellegrini,沙夏．佩里格尼
Momentary Discourses,片語
Kenneth Weiner,Kenneth Weiner
Sonata in E Major,Sonata in E Major
John Kruer,顧洛臻
Ambrose Lui,呂灝然
Au Shuk-yee Rita (Guest Performer),區淑儀 （客席演出）
Anthony Plog,普洛格
Trio for Brass (1996),銅管三重奏 (1996)
Huang Shan,黄山
鄧焯琪,鄧焯琪
Weather,Weather
賴沁怡,賴沁怡
Countryside,Countryside
馮綽瑩,馮綽瑩
鄧樂妍博士,鄧樂妍博士
Fallen Leaves,Fallen Leaves
Justin S Wong,Justin S Wong
BWV 807,BWV 807
Sonata in A Major,Sonata in A Major
D. 664,D. 664
Macy Yung,容美慈
Youth Dance (Arranged by Sin Chi Wai,青春舞曲(編曲
Vocal Duet,
Harmonica Ensemble,
Wong Kwok Fai Jeff,王國輝
Franz Lehár,弗朗茲．萊哈爾
Samantha Yeung,楊樂彤
Bernice Yeung,楊樂堯
Issac So,蘇以式
Vilia,微莉亞之歌
Pik-yu Tang Peggy,鄧璧如
Orien Garth Johnson,莊臣
Ng Tak Mon,伍德望
Joan Lai,賴月貞
Kenny Lai,黎浩樺
Law Chong Man,羅創民
Rain Lee,李碧華
Rickel Kwok,郭永堅
His Sheep Am I (Arranged by Ng Tak Mon,我是主的羊(編曲
Children Chorus,
Kong Ming Chi,江明志
Yeung Tsz Yeung,楊子洋
Wut Man Chung,屈文中
Li Dan Wei,Li Dan Wei
Angus Lee Yi Wei,Lee Yi Wei Angus
François Borne,François Borne
Raphael Mak,麥睿勤
Yu Tsz Ying,余芷螢
Elise Liu,Elise Liu
盧耀輝,盧耀輝
紀瑞華,紀瑞華
李玲玲,李玲玲
Come Where My Love Lies Dreaming,Come Where My Love Lies Dreaming
王珊,王珊
鄭士超,鄭士超
大板城的姑娘／紅彩妹妹,大板城的姑娘／紅彩妹妹
Tzigane,吉卜賽
Bernice Beh,馬懿婷
《Adagio for Violin and Orchestra》 K.261,《為小提獨奏及樂隊而寫的慢板》作品編號261
Emily Li,李倩琳
Samuel Kwok,郭子健
Richard Strauss,理察史特勞斯
Metamorphosen,蜕變
Rod Chui,徐樂心
Tumbalalaika (Yuddish Folk Song,Tumbalalaika (Yuddish Folk Song
Arr. by R. Cormier),Arr. by R. Cormier)
Chin Kwok Wai,錢國偉
Were you There (Negro Spiritual,Were you There (Negro Spiritual
Arr. by H.T. Bourleigh),Arr. by H.T. Bourleigh)
Vive I'Amour(Traditional American,Vive I'Amour(Traditional American
Arr. by Parker & Shaw II),Arr. by Parker & Shaw II)
Johann Strauss,Johann Strauss
Simon Leung,Simon Leung
Erin Choi,Erin Choi
Wong Ka Jeng,Wong Ka Jeng
Kelvin Lau,Kelvin Lau
Elsie Ching,Elsie Ching
Matthew Yung,Matthew Yung
Mein Herr Marquis,Mein Herr Marquis
Ruth McCall,Ruth McCall
Waltzing Matilda,Waltzing Matilda
Lyn Williams,Lyn Williams
Joseph Twist,Joseph Twist
Ching Lin,林菁女士
Rain Dream,Rain Dream
Geneva Brass Quintet,日內瓦銅管五重奏
‘William Tell’ Overture,《威廉．泰爾》序曲
Chen Yi,陳怡
Chan Ka Hei Lesley,Chan Ka Hei Lesley
Song in Winter (1993),Song in Winter (1993)
Poon Kiu Tung,Poon Kiu Tung
Michelle Yip,Michelle Yip
Ji Dong Nuo (2005),Ji Dong Nuo (2005)
Ba Ban (1999),Ba Ban (1999)
Dan Walker,Dan Walker
Out There,Out There
Jane Lau,劉迪恩
Kelvin Lo,盧家其
Mikael Wedar,Mikael Wedar
Yen-hsiang Nieh,聶焱庠
Dénes Szabó,Dénes Szabó
Leon Shiu-Wai Tong,唐少偉
Wei Cui,崔薇
Sally Whitwell,Sally Whitwell
Chin-yeung Chan,陳展楊
Ka-nam Tse,謝迦南
Márta Obbágy,Márta Obbágy
Ming Lam,林明
Blue Sky,《藍天》
Johann Schobert,Johann Schobert
Fogolar Furlan - Hong Kong,Fogolar Furlan - Hong Kong
Johann Christian Bach,Johann Christian Bach
Nguyen Bao Anh,阮包龍
Felix Ungar,昂錦猶
A. Bruck,A. Bruck
O. Lassus,O. Lassus
Jan Sandström,Jan Sandström
Biegga Luohte,Biegga Luohte
Gunnar Hahn,Gunnar Hahn
Hurra här komma de gossar,Hurra här komma de gossar
天韻．琴園,天韻．琴園
Jean-Claude Eloy,尚克羅德 ‧ 艾洛瓦
Touchin,杜程
Dances of the day,日夜舞曲
Rachel Thomas,麗素．湯馬斯
Liyan He,何立岩
Reed,列特
Chevaux de bois,Chevaux de bois
June Lam,June Lam
Green,Green
Vanessa Wong,Vanessa Wong
"""Unfinished"" (1 mov)",
Tam Hon Man,譚漢文
Ponchielli,普契尼
Felix Tam,譚國暉
Dance of the Hours,「時晨之舞」
Kenneth Tse,Kenneth Tse
"works from ""Bach 330"" (World Premiere)",「Bach 330」作品發表 (世界首演)
Astor Piazzolla,皮亞佐拉
Daniel Chair,車劭聰
La Muerte del Ángel (Death of the Angel,《天使之死》 (布拉戈多編曲)
arranged by José Bragato),
Lucas Ruíz de Ribayaz,Lucas Ruíz de Ribayaz
Ángel Padilla,Ángel Padilla
Hachas,Hachas
Byrd,伯德
Ave Verum Corpus,聖體頌
Lobet den Herrn,萬國啊!讚美主!
Tse Chi Lin,謝芷琳
Kelvin Yip,葉嘉勳
Yu Hsin Yi,于興義
Kirk Trevor,特雷弗
Chang Jun Hwa,張浚和教授
Lanterns Show,鬧花燈
Liu Tianhua,劉天華
Dmitry Surikov,Dmitry Surikov
Gabrieli,加比埃利
Canzon Primi Toni (Verhelst arr.),第一音調之歌 (維賀斯改編)
Ewazen,艾維遜
Michael Hurd,Michael Hurd
Praise Ye the Lord,Praise Ye the Lord
Dorothy Cheung,張美萍博士
With Heart and Hands,With Heart and Hands
I Am with You Always,I Am with You Always
Felix Mendelssohn Batholdy,Felix Mendelssohn Batholdy
Herr,Herr
nun lassest du deinen Diener in Frieden fahren,nun lassest du deinen Diener in Frieden fahren
Deutsches Nunc dimittis,Deutsches Nunc dimittis
Nr.1,Nr.1
I Would be True,I Would be True
Frühlingsstimmen,Frühlingsstimmen
Heywood Mok,Heywood Mok
Orlando Gibbons,基本斯
Fantasias in 2 Parts,幻想曲
OstWest Miniaturen for Oboe & Cello (1994),《東西縮影》 (1994)
Here the world expires (2012/2015,《世界於此屏息》 (2012/2015
Asian première),亞洲首演)
La cheminée du roi René (I. Catège,La cheminée du roi René (I. Catège
Veronika Eberle,艾白娜
BWV1001 (1st,BWV1001 (1st
4th & 3rd mov’ts),4th & 3rd mov’ts)
Ysaÿe,Ysaÿe
“Jacques Thibaud” (1st mov’t),“Jacques Thibaud” (1st mov’t)
Nathan Wang,王宗賢
Shaolin(World premiere),少林 (世界首演)
Elton Lau,劉浩翔
Candice Chung,Candice Chung
Liebeslieder Walzer,Liebeslieder Walzer
Wai Ki Wun,Wai Ki Wun
Neue Liebeslieder Walzer,Neue Liebeslieder Walzer
Benjamin Liu,Benjamin Liu
Messiah (Part the First),《彌賽亞》 (第一部分)
Rachel Kwok,郭岍
Law Tsz-Ying,羅芷盈
Francis Ng,伍家寬
Irwin Chan,陳煜文
Messiah (Part the Second and Third),《彌賽亞》 (第二及第三部分)
Stephen Coker,史提芬顧克
Gabriel Sin,冼浩嵐
Gilbert Wong,黃浩進
A. Barrios,巴里奧斯
Gavota al Estilo Antiguo,嘉禾舞曲
Jan Bartlema,巴奧馬爾
J. Bartlema,巴奧馬爾
Kenneth Kam,Kenneth Kam
Ancient Joy,喜悅
//beforedark.hk.cn/ (world premiere),//黑夜之前/(世界首演)
Passacaglia,《帕薩卡里亞
Charles Dutoit,杜托華
Yundi,李雲迪
Emperor,
Denise Fan,Denise Fan
Polonaise brillante,Polonaise brillante
precedee d'une introduction,precedee d'une introduction
Reinis Sējāns,Reinis Sējāns
Romans Vanags,瓦納格斯教授
Yu Ka-wai,余嘉維
Vindo,Vindo
Romans Vanags,瓦納格斯
Ārijs Šķepasts,Ārijs Šķepasts
Es gulu,Es gulu
gulu (I lie asleep),gulu
Howard Levy,Howard Levy
Concerto for Diatonic Harmonica and Orchestra (World premiere of the Harmonica Orchestra version),Concerto for Diatonic Harmonica and Orchestra (World premiere of the Harmonica Orchestra version)
Howard Levy,侯活．李維
Raymond Lam,Raymond Lam
Yally Chan,Yally Chan
Leung Shing Hei,Leung Shing Hei
Albumblatt for Trumpet & Piano,紀念冊的一頁
Tsang Chit Lai Cherry,曾捷麗
Concerto in Bb Major for Trumpet,隆B大調小號協奏曲，作品7
Stefan Temmingh,譚銘恩
Concerto in D,D大調協奏曲，RV95，「牧羊女」
RV95,
“La Pastorella”,
Anna Paradiso,柏拉狄素
TWV52,
Concerto in F for Recorder & Bassoon,F大調牧童笛及巴松管協奏曲，TWV52
Samuel Tam,譚誠壹
Terry Shiu,邵恆發
Joe Burgstaller,喬 · 伯斯泰勒
伍盛中,伍盛中
李蓉蓉,李蓉蓉
林嘉,林嘉
潘有傑,潘有傑
譚縉謙,譚縉謙
陳學禮,陳學禮
區偉峰,區偉峰
鄭盛瑛,鄭盛瑛
蘇煥勤,蘇煥勤
馮善彤,馮善彤
葉詠媛,葉詠媛
袁煥翹,袁煥翹
袁銳翹,袁銳翹
張力安,張力安
陳穩航,陳穩航
宋狄樟,宋狄樟
羅瑋庭,羅瑋庭
黃億泰,黃億泰
黃晉熙,黃晉熙
鄧天行,鄧天行
陳華希,陳華希
彭譽芹,彭譽芹
二泉映月,二泉映月
良宵,良宵
Recorder Concerto,牧童笛協奏曲，RV443
RV443,
Sammartini,薩馬天尼
Recorder Concerto in F,F大調牧童笛協奏曲
BWV1050,
Stabat Mater,《聖母悼歌》
Quattro pezzi sacri,《四首宗教歌曲》
Daniel Suk,Daniel Suk
The Way to Brightness (Ensemble,光明行(合奏
Arr. Peng Xiuwan),彭修文改編)
Wu Yuxia,吳玉露
Eight Steeds (Ensemble),八駿(合奏)
Pang Ka-pang,彭家鵬
Wang Aikang,王愛康
Huang Kwang-yu,黃光佑
Ulrich Schultheiss,烏爾里希 · 舒許費史
Witch Hunt,捕風捉影
Fanny Ma,馬信宜
Nigel Wood,奈鍾．伍德
Kenneth Tse,謝德驥
Where Spirits & Demons Dance,心靈和魔鬼共舞的哪裡
Richard Dudas,理查德 杜達斯
L’Orfeo (Toccata),《奧菲歐》 (觸技曲)
Dowland,道蘭特
The Second Booke of Songs or Ayres (Flow My Tears),《歌曲及小調第二集》 (流吧我淚)
Lachrimæ,《淚》 (過去的淚)
or Seaven Teares (Lachrimæ Antiquæ),
Jacob van Eyck,范艾克
Der Fluyten Lust-hof (Pavaen Lachrymæ),《笛之樂園》 (淚之帕凡舞曲)
Lam Wing-tsan,林榮燦
Semper Dowland Semper Dolens,《永遠的道蘭特，永遠悲傷的》
Johann Schop,蕭普
Gloria Chan,Gloria Chan
Rachel Kwok,Rachel Kwok
Charlene Lee,Charlene Lee
Phyllis Mak,Phyllis Mak
Weimin Luo,Weimin Luo
Kwan Sheung Fung,Kwan Sheung Fung
Melany Cheng,Melany Cheng
佛瑞,佛瑞
梁俊傑,梁俊傑
佩雷亞與梅麗桑組曲,佩雷亞與梅麗桑組曲
莫札特,莫札特
梁球,梁球
第二十三號鋼琴協奏曲 K.488,第二十三號鋼琴協奏曲 K.488
Violin Concerto in A,A大調小提琴協奏曲，RV335，「布穀鳥」
RV335,
“The Cuckoo”,
Recorder Concerto in D,D大調牧童笛協奏曲，RV428，「金翅雀」
RV428,
“The Goldfinch”,
Alexander Scriabin,Alexander Scriabin
Robin Zebaida,羅賓．斯巴達
Leonard Bernstein,雷納德．伯恩斯坦
Overture to Candide,康迪德序曲
Bert Appermont,伯特．阿伯蒙切
Colors for Trombone,長號的音色
Shostakovich,蕭士達高維契
Jennifer Ho,何嘉盈博士
Quentin Tang,鄧永鈞
Anand Li,李澤禮
Kenneth Kam,甘嘉謙
BWV1004,
Albert Leung,Albert Leung
Prelude for Lute,Prelude for Lute
Thomas Dunhill,登希爾
Phantasy Trio,幻想三重奏，作品36
Zenan Kwan (Guest performer),關之藍 （客席演出）
Horn Quintet in E-flat,降E大調圓號五重奏，K407
K407,
Corelli,柯里利
Sonata in A,A大調奏鳴曲，作品5之9
Veracini,維拉徹尼
倫偉傑,倫偉傑
兒時的一陣雨(李心悅電影,兒時的一陣雨(李心悅電影
微電影與敲擊合奏),微電影與敲擊合奏)
朱偉恆,朱偉恆
張文蕊,張文蕊
尋覓時空的旅程(鋼琴,尋覓時空的旅程(鋼琴
二胡與中樂隊),二胡與中樂隊)
G.Donizetti,多尼采蒂
Y.S,杜雅思
Angelo Casto E Bel (Il Duca D'alba),純真美麗的天使
J.J,吳俊杰
L.Q,林立群
G.Puccini,普契尼
Michael Burritt,布里特
The Doomsday Machine,末日機器
Raymond Vong,王偉文
Jason Leung,梁正傑
Tse Tsz-chung,謝子聰
Mo Chun-pang,巫俊鵬
Kwan Sheung-fung,關尚峰
Ma mère l'Oye (Mother Goose,鵝媽媽 (史葛 ‧ 韋特森編曲)
Arr. Scott Weatherson),
Lu Yi,
Li Li-chin,
Hiroyuki Yamazawa,山澤洋之
The Red Shadow on the Water Ripples,紅影盪漾
Refiner Drums,陸儀
Wilnni Wong,浩樂音樂藝術天地
Brian Yeung,
Yoni Ho,
Karissa Chan,
Yomi Yeung,
Edwin Lam,
Benjamin Tong,
Sally Wong,
Hung Man To,Wilnni Wong
Janice Cheng,Brian Yeung
Averie Lam,Hung Man To
Alicia Lam,Janice Cheng
Bryan Lau,
Jeffrey Tong,
Heman Shum,
Jeffrey Chong,
Hung Man-To,Averie Lam
Queendom,Hung Man-To
Prelude & Fugue in C Major (1st movement),Prelude & Fugue in C Major (1st movement)
Jennifer Kwong,Queendom
Timonthy Lam,Jennifer Kwong
Symphonic Overture,交響序曲
Adam Gorb,戈伯
Adrenaline City,澎湃都市
Howard Goodall,Howard Goodall
Vivian Suen,Vivian Suen
Eternal Light,Eternal Light
Esther Chiang,Esther Chiang
Lux Aurumque,Lux Aurumque
Tom,湯子賢
張雅晴,張雅晴
何柏翹,何柏翹
吳皓新,吳皓新
Hayden,黃學蓁
Elaine,司徒羨儀
吳嘉怡,吳嘉怡
楊嘉源,楊嘉源
Yolanda,蔣帛延
Creamy,潘聖穎
吳皓陽,吳皓陽
Silva Gaile Au,蕭晞怡
Billy,李易桓
Jay,楊嘉培
Neil,曾司昊
李舜寶,李舜寶
秦肇津,秦肇津
Venessa,石藹霖
Kimberley,江悅兒
Elsa,顏沛怡
Marie,潘樂敏
Venice,張芊悠
梁鈺瀅,梁鈺瀅
Grace,謝順靈
Violeta,張燕芳
梁俊豪,梁俊豪
Yvonne,梁國娟
孫豪,孫豪
Rachel,梁國嫻
Charis,文頴詩
陳俊安,陳俊安
Sharon,何舒朗
Serenade,Serenade
Christy,康晴
Natalie,曾靖然
何穎餘,何穎餘
Phoebe,周愷晴
Fei,朱肇喆
Kaydance,姚均和
姚均和,李昊軒
李昊軒,
王進賢,王進賢
Allegretto in C (from “Klavierschule”,Allegretto in C (from “Klavierschule”
陳均柔,陳均柔
篠崎弘嗣,篠崎弘嗣
秦嘉鴻,秦嘉鴻，古詩
Chloe,
我的小曲變奏曲,我的小曲變奏曲
伍德望,伍德望，賴月貞，王熹東
賴月貞,
Wilson,
Francesco Paolo Tosti,Francesco Paolo Tosti
"""Meng Jiang Nu"" Concerto for Guzheng and Orchestra (World Premiere)",夢斷關山—《孟姜女》古箏協奏曲(世界首演)
Connie Ng,吳曉紅
Guan Ming,關銘
Wong Lam Yuen,黃琳琬
"""Ballade of Lan Hua Hua"" Concerto for Dizi and Orchestra",《蘭花花敘事曲》笛子協奏曲
Chan Kwok Fai,陳國輝
Helmuth Rilling,里霖
Lidia Vinyes Curtis,寇蒂斯
Benjamin Glaubitz,葛勞比茨
Tobias Berndt,貝恩特
Jean-Philippe Rameau,拉莫
La Poule,母雞
Pyotr Tchaikovsky,柴可夫斯基
Tim Chen,陳祥恆
Yiu Tsz Hei Francis,姚子希
Barcarolle (June) (from The Seasons,六月—船歌(選自《季節》作品37)
John Ireland,艾爾蘭
BWV 1048,
Max Reger,Max Reger
Steven Isserlis,伊瑟利斯
Sooyeon Lee,李修娟
Cello Concerto in D,D大調大提琴協奏曲
Jenny Hou,侯震一
Junbum Lee,李坡範
Fiora Leung,Fiora Leung
Luk Siu-yu,Luk Siu-yu
Samuel Suen,Samuel Suen
Li Tze-ming,Li Tze-ming
Lo Cheuk Yee Ulani,Lo Cheuk Yee Ulani
掀起你的蓋頭來(新疆民歌,掀起你的蓋頭來(新疆民歌
趙俊毅改編,趙俊毅改編
揚琴五重奏),揚琴五重奏)
余美麗,余美麗
Bach^Johann Sebastian Bach,巴哈^Johann Sebastian Bach
Stokowki,斯托科夫斯基
Shostakovich,蕭士塔高維契
Mamiko Sakaida,坡井田真實子
Carmen Lik,Carmen Lik
Cathy Gin,Cathy Gin
Katy Lam,Katy Lam
都市狂歌 (笛群與中樂隊,都市狂歌 (笛群與中樂隊
世界首演),世界首演)
黎俊平,黎俊平
張銘波,張銘波
客家隨想曲 (世界首演),客家隨想曲 (世界首演)
Ivan Chong,莊庭皓
Holberg Suite,Holberg Suite
Eine Kleine Nachtmusik,Eine Kleine Nachtmusik
Onna Lam,Onna Lam
Rehinie Lim,Rehinie Lim
Gigi Lam,Gigi Lam
Issac Lee,Issac Lee
Catrina Chan,Catrina Chan
Lina Zhou,Lina Zhou
Vaniece Fu,Vaniece Fu
Crystal Chan,Crystal Chan
Mellisa Lim,Mellisa Lim
Aaron Lam,Aaron Lam
Charlotte Au,Charlotte Au
Carson Lam,Carson Lam
Real Kwok,Real Kwok
元朗區議會,元朗區議會
元朗大會堂,元朗大會堂
Yat Po Singers,一舖清唱
Bell Singers,Bell Singers
Hong Kong Melody Maker,香港旋律
Benjamin Liu,廖智勇
Elise Liu,廖智敏
Carnival of Venice,威尼斯狂歡節變奏曲
Alan Tam,譚詠麟
Thunder and Lighting Polka,波爾卡舞曲
Theme from Princes Changping (傳統名曲,帝女花主題隨想曲 (傳統名曲
徐能強改編),徐能強改編)
傅明鑒,傅明鑒
熊穎,熊穎
Night by River spring (傳統名曲,春江花月夜 (傳統名曲
林凱茵,林凱茵
卓素芝,卓素芝
張佩霞,張佩霞
手鈴精英培訓計劃學員,手鈴精英培訓計劃學員
W.A.Mozart,莫扎特
Tiffany Lau Vocal Performance Academy,劉倪彤聲樂學校
La Clemenza di Tito,狄托的仁慈
Tiffany Lau,劉倪彤
